bicycle,2,1172,749,1205,789
person,1,509,3,550,71
person,1,396,8,423,69
bicycle,2,670,3,713,69
traffic_sign,4,1057,112,1080,134
person,1,294,61,310,88
person,1,688,3,724,60
person,1,408,7,438,61
person,1,418,3,450,53
person,1,443,3,460,52
person,1,756,3,806,89
person,1,314,46,342,98
person,1,339,38,367,88
vehicles,0,605,3,665,60
person,1,890,54,922,120
person,1,859,39,915,126
person,1,1069,253,1146,316
person,1,1191,551,1243,567
person,1,1190,630,1242,658
vehicles,0,1190,680,1225,729
person,1,1031,200,1111,271
person,1,1193,645,1241,671
bicycle,2,380,44,417,93
bicycle,2,363,31,389,97
