vehicles,0,61,762,116,821
vehicles,0,1064,154,1113,217
vehicles,0,1108,200,1132,228
vehicles,0,999,121,1068,186
person,1,352,3,445,127
person,1,141,171,232,247
person,1,984,85,1005,118
bicycle,2,49,541,105,655
traffic_sign,4,226,28,258,62
person,1,24,449,83,481
vehicles,0,293,56,387,131
vehicles,0,43,695,87,736
vehicles,0,27,602,98,706
person,1,26,511,80,541
person,1,20,539,75,558
person,1,406,3,495,96
person,1,817,3,879,86
bicycle,2,516,3,633,52
person,1,83,235,186,319
person,1,15,551,63,571
person,1,18,522,80,542
