vehicles,0,890,303,974,350
vehicles,0,568,257,596,279
vehicles,0,742,271,777,289
vehicles,0,721,269,748,284
bicycle,2,98,338,192,491
bicycle,2,284,267,362,368
bicycle,2,360,303,381,343
vehicles,0,1028,353,1063,387
bicycle,2,358,278,399,350
vehicles,0,389,273,413,313
bicycle,2,983,336,1015,368
vehicles,0,10,405,173,593
vehicles,0,1144,417,1182,452
vehicles,0,1182,445,1222,494
vehicles,0,807,282,873,313
vehicles,0,200,296,310,420
person,1,1213,473,1237,503
vehicles,0,677,265,716,279
bicycle,2,210,335,235,388
vehicles,0,542,262,570,282
vehicles,0,490,267,536,298
person,1,92,345,145,440
