vehicles,0,694,336,750,374
vehicles,0,636,338,672,366
vehicles,0,496,342,541,371
vehicles,0,675,342,699,362
vehicles,0,839,359,872,372
person,1,159,378,179,436
person,1,93,404,119,470
person,1,144,384,164,446
person,1,1171,418,1192,462
person,1,1199,407,1220,463
traffic_light,3,1149,361,1168,384
traffic_sign,4,1223,324,1274,365
traffic_light,3,197,336,219,369
traffic_sign,4,1223,290,1268,328
bicycle,2,990,384,1031,434
vehicles,0,266,339,440,427
person,1,870,321,900,374
bicycle,2,947,368,988,420
person,1,1098,368,1143,462
person,1,240,367,255,412
person,1,813,327,841,379
person,1,1217,394,1263,530
