vehicles,0,283,287,402,378
vehicles,0,976,333,994,357
person,1,26,432,80,526
person,1,55,395,114,495
person,1,283,281,310,335
person,1,459,247,479,309
person,1,495,250,521,304
person,1,1188,451,1214,477
traffic_sign,4,423,279,456,317
person,1,189,307,238,406
traffic_sign,4,354,216,379,245
person,1,409,271,425,310
vehicles,0,900,303,976,348
person,1,1135,415,1154,436
person,1,1035,342,1056,379
person,1,644,221,686,281
person,1,598,244,613,287
person,1,639,190,701,311
vehicles,0,1005,338,1049,380
