vehicles,0,205,136,241,186
vehicles,0,184,157,215,200
vehicles,0,235,101,314,174
vehicles,0,839,61,868,87
vehicles,0,1176,624,1240,724
vehicles,0,1184,528,1236,626
vehicles,0,751,23,767,53
vehicles,0,1079,271,1195,447
bicycle,2,949,128,976,176
vehicles,0,341,62,391,111
bicycle,2,904,100,961,142
bicycle,2,624,16,643,38
person,1,1194,511,1237,533
traffic_sign,4,948,10,998,69
traffic_sign,4,1224,295,1280,361
traffic_sign,4,973,47,1011,82
bicycle,2,1039,229,1119,329
vehicles,0,726,22,755,50
