vehicles,0,27,576,90,694
vehicles,0,96,833,148,892
vehicles,0,47,544,71,568
person,1,165,190,228,256
person,1,199,176,232,210
person,1,145,223,208,273
person,1,40,478,85,504
person,1,1024,122,1042,148
person,1,97,284,165,338
person,1,100,267,177,325
person,1,984,90,1008,128
person,1,49,421,101,448
person,1,1017,114,1035,138
person,1,76,335,136,376
traffic_light,3,135,39,167,84
person,1,970,76,1000,121
vehicles,0,88,811,113,837
person,1,31,517,73,528
traffic_sign,4,25,422,43,445
person,1,224,131,271,193
traffic_light,3,167,110,195,136
vehicles,0,67,417,104,480
person,1,238,89,330,179
