bicycle,2,851,60,881,118
bicycle,2,885,74,925,139
bicycle,2,734,25,765,75
bicycle,2,631,7,657,57
bicycle,2,604,12,628,57
traffic_sign,4,950,8,984,49
traffic_sign,4,937,32,962,52
vehicles,0,1166,786,1207,827
person,1,588,3,618,56
person,1,902,84,960,151
vehicles,0,1198,498,1235,689
vehicles,0,344,40,394,96
bicycle,2,558,8,593,54
bicycle,2,658,5,694,61
bicycle,2,713,23,734,68
person,1,760,6,789,62
person,1,756,19,791,77
vehicles,0,800,49,844,98
vehicles,0,920,105,1120,291
bicycle,2,1090,275,1135,337
vehicles,0,1124,321,1217,484
person,1,1181,399,1208,421
traffic_sign,4,934,3,963,36
person,1,393,12,435,82
person,1,495,3,539,58
person,1,435,3,465,59
