vehicles,0,37,681,88,736
bicycle,2,865,30,911,104
vehicles,0,49,627,72,669
vehicles,0,84,405,116,433
vehicles,0,82,453,108,470
person,1,750,3,815,117
traffic_sign,4,0,384,16,412
traffic_sign,4,15,391,37,421
traffic_light,3,260,32,290,77
person,1,548,3,595,26
person,1,357,54,394,117
person,1,429,27,448,72
person,1,324,70,345,102
person,1,40,429,74,453
vehicles,0,68,423,116,437
vehicles,0,25,475,101,534
person,1,126,212,196,307
person,1,154,179,228,268
person,1,0,510,156,632
person,1,1083,182,1111,210
