vehicles,0,1194,693,1225,737
vehicles,0,178,89,331,223
vehicles,0,154,185,189,230
vehicles,0,1192,743,1214,768
vehicles,0,1175,774,1227,818
person,1,420,7,450,81
person,1,604,3,625,36
person,1,925,72,979,152
person,1,726,3,742,40
person,1,622,3,641,33
person,1,302,63,322,94
person,1,1174,392,1213,411
vehicles,0,1208,667,1239,702
person,1,439,6,462,61
person,1,367,29,398,88
person,1,350,40,381,97
person,1,386,17,420,87
person,1,411,23,428,72
person,1,456,3,487,70
person,1,1196,510,1242,538
