vehicles,0,169,400,238,444
vehicles,0,582,323,663,359
vehicles,0,685,332,739,354
vehicles,0,406,351,475,379
vehicles,0,153,427,179,450
person,1,132,413,159,467
person,1,328,337,346,402
person,1,938,340,949,386
person,1,928,338,941,385
person,1,919,336,931,382
person,1,911,340,923,379
person,1,104,427,135,480
traffic_light,3,479,180,501,230
traffic_sign,4,953,276,980,305
traffic_light,3,239,226,270,277
traffic_light,3,958,235,978,278
traffic_sign,4,277,209,326,282
person,1,956,350,980,393
traffic_sign,4,277,118,390,238
person,1,877,298,921,398
vehicles,0,842,345,879,367
