vehicles,0,639,249,700,287
vehicles,0,1167,432,1229,491
person,1,307,272,341,345
person,1,992,321,1010,355
traffic_light,3,850,115,880,190
traffic_light,3,815,146,839,191
traffic_sign,4,1184,378,1204,406
traffic_light,3,427,128,476,193
traffic_light,3,983,261,998,289
traffic_light,3,1113,292,1137,329
vehicles,0,110,400,167,509
bicycle,2,25,424,99,540
vehicles,0,82,298,322,473
vehicles,0,1090,374,1139,415
person,1,1143,399,1165,437
vehicles,0,1013,333,1079,386
vehicles,0,801,269,856,295
bicycle,2,292,310,339,350
person,1,496,248,512,290
bicycle,2,49,367,169,562
