vehicles,0,141,368,169,401
person,1,249,317,276,360
person,1,312,298,327,330
person,1,403,268,422,307
person,1,1117,344,1197,484
person,1,1115,346,1181,466
person,1,223,331,242,358
traffic_light,3,629,156,644,196
person,1,508,214,549,313
person,1,489,223,514,305
vehicles,0,195,338,237,374
person,1,279,291,305,353
person,1,67,410,95,459
vehicles,0,163,353,202,389
person,1,388,273,403,307
person,1,419,267,434,307
vehicles,0,765,257,824,299
person,1,907,231,975,389
person,1,873,211,958,396
person,1,852,229,908,359
person,1,1009,280,1079,414
person,1,1022,303,1104,437
vehicles,0,621,228,767,322
vehicles,0,823,271,858,296
person,1,441,214,489,320
vehicles,0,112,388,143,419
person,1,393,273,407,309
person,1,931,262,986,384
