vehicles,0,839,22,878,46
vehicles,0,953,78,1006,112
bicycle,2,38,511,69,565
person,1,114,238,182,294
person,1,211,112,243,164
person,1,37,450,82,475
bicycle,2,125,865,173,924
traffic_sign,4,10,385,29,412
vehicles,0,786,3,808,25
bicycle,2,336,41,411,116
vehicles,0,391,26,420,56
vehicles,0,421,3,686,72
bicycle,2,383,31,457,80
vehicles,0,410,47,439,88
bicycle,2,214,139,279,210
vehicles,0,73,778,97,810
bicycle,2,88,820,132,854
bicycle,2,85,775,114,814
person,1,48,338,103,406
person,1,28,609,56,629
vehicles,0,891,47,949,81
