vehicles,0,69,754,104,792
vehicles,0,984,100,1091,191
bicycle,2,72,460,106,493
person,1,160,100,298,231
person,1,368,13,417,94
person,1,407,3,447,82
person,1,249,65,341,190
person,1,7,462,123,520
person,1,555,3,573,27
vehicles,0,1077,173,1111,202
vehicles,0,36,506,100,663
bicycle,2,49,506,101,554
person,1,908,29,928,53
person,1,786,3,827,61
person,1,761,3,788,54
person,1,88,207,219,329
person,1,333,33,387,106
person,1,433,3,456,51
person,1,45,732,92,763
person,1,36,342,155,416
