vehicles,0,72,727,90,751
vehicles,0,63,477,142,541
vehicles,0,590,3,726,40
vehicles,0,515,3,556,37
person,1,424,16,446,50
person,1,406,23,425,61
person,1,253,121,287,154
person,1,166,177,233,235
person,1,236,137,260,163
traffic_sign,4,15,381,164,454
vehicles,0,738,3,795,47
vehicles,0,203,165,251,206
vehicles,0,142,203,208,279
vehicles,0,122,284,156,330
vehicles,0,292,49,401,144
vehicles,0,1101,191,1132,221
vehicles,0,31,434,149,682
vehicles,0,796,7,1005,111
bicycle,2,1057,159,1114,221
