vehicles,0,135,222,159,241
vehicles,0,1111,289,1148,312
vehicles,0,1147,348,1180,378
vehicles,0,1021,183,1108,275
person,1,879,43,965,163
traffic_light,3,956,2,991,31
traffic_light,3,971,11,1002,43
traffic_light,3,928,30,947,55
person,1,728,14,744,44
vehicles,0,411,4,581,78
vehicles,0,196,52,361,202
person,1,1160,390,1224,432
vehicles,0,1183,424,1222,509
person,1,1108,289,1172,340
person,1,1122,316,1195,368
person,1,768,18,790,56
person,1,698,11,715,39
vehicles,0,647,4,692,29
person,1,1218,511,1256,532
