vehicles,0,689,245,776,307
vehicles,0,608,250,641,278
bicycle,2,1095,396,1168,482
vehicles,0,879,298,958,366
traffic_sign,4,865,212,889,238
traffic_sign,4,870,185,896,217
bicycle,2,840,294,856,321
person,1,144,341,175,376
person,1,632,239,650,282
person,1,659,243,677,284
vehicles,0,814,254,845,300
vehicles,0,669,253,702,278
person,1,111,324,186,451
bicycle,2,11,471,73,531
person,1,458,251,474,293
person,1,490,254,502,288
person,1,503,252,518,284
person,1,525,254,538,292
person,1,586,245,599,286
bicycle,2,782,270,820,324
person,1,373,181,463,353
person,1,252,241,325,388
person,1,96,335,171,456
