vehicles,0,628,250,713,312
vehicles,0,677,217,745,294
bicycle,2,914,325,972,369
bicycle,2,849,298,897,337
bicycle,2,812,288,851,331
person,1,998,299,1065,433
person,1,808,258,829,313
person,1,1136,388,1227,527
traffic_sign,4,1023,224,1051,264
traffic_light,3,269,188,287,230
traffic_light,3,1012,167,1044,222
traffic_sign,4,1047,263,1108,305
traffic_light,3,246,187,276,235
traffic_sign,4,1052,250,1112,284
traffic_sign,4,1055,224,1118,270
traffic_sign,4,1039,208,1102,232
bicycle,2,196,351,303,440
person,1,75,387,119,449
person,1,412,234,459,316
person,1,543,249,557,283
