vehicles,0,80,786,112,822
vehicles,0,265,115,292,142
vehicles,0,103,840,140,880
vehicles,0,280,103,303,126
vehicles,0,173,157,252,242
vehicles,0,1067,173,1142,238
bicycle,2,62,684,88,732
vehicles,0,970,87,997,112
bicycle,2,242,143,261,167
person,1,878,20,896,52
traffic_sign,4,49,319,74,347
traffic_light,3,25,288,55,315
vehicles,0,990,94,1066,159
bicycle,2,35,606,72,625
traffic_sign,4,254,45,277,68
vehicles,0,127,231,189,309
person,1,67,281,150,352
person,1,927,30,961,88
person,1,353,23,415,113
