vehicles,0,282,57,382,137
vehicles,0,160,189,183,219
vehicles,0,232,122,269,154
vehicles,0,1164,375,1280,643
vehicles,0,1200,686,1225,728
bicycle,2,988,159,1048,230
bicycle,2,646,11,710,58
bicycle,2,1080,264,1128,314
bicycle,2,1038,220,1092,271
person,1,895,62,914,91
person,1,745,8,764,30
person,1,426,26,442,54
person,1,444,17,457,52
person,1,797,7,814,44
person,1,1113,293,1169,334
vehicles,0,1108,281,1148,323
vehicles,0,1151,363,1205,427
person,1,983,136,1032,180
person,1,972,124,1014,172
vehicles,0,858,79,974,167
person,1,844,31,863,59
person,1,458,11,481,57
person,1,488,5,509,50
vehicles,0,129,223,164,252
vehicles,0,172,143,246,217
bicycle,2,715,28,784,73
bicycle,2,781,48,856,100
vehicles,0,449,5,533,45
person,1,583,3,624,50
