vehicles,0,216,333,242,362
bicycle,2,569,257,617,288
bicycle,2,641,241,698,356
vehicles,0,877,292,923,323
vehicles,0,843,283,884,309
bicycle,2,981,326,1001,356
vehicles,0,962,316,992,349
vehicles,0,612,258,642,292
bicycle,2,1031,344,1064,385
person,1,515,233,538,298
person,1,396,268,419,327
person,1,265,305,309,372
traffic_sign,4,153,212,200,270
traffic_sign,4,409,182,433,201
bicycle,2,686,262,702,289
vehicles,0,918,280,1074,394
bicycle,2,416,274,483,324
person,1,1100,329,1163,435
person,1,744,166,815,315
bicycle,2,926,309,957,346
