vehicles,0,112,851,167,915
vehicles,0,149,895,192,948
person,1,696,2,730,54
person,1,513,2,576,42
person,1,282,22,389,152
person,1,751,2,803,69
person,1,26,488,94,524
person,1,68,368,109,402
vehicles,0,41,664,90,779
traffic_sign,4,57,131,111,196
person,1,37,631,69,649
person,1,1073,204,1136,263
person,1,344,46,410,95
person,1,889,6,938,91
person,1,924,36,959,85
person,1,889,10,913,72
person,1,934,41,983,104
person,1,28,396,104,455
person,1,776,2,824,64
person,1,39,230,244,376
