vehicles,0,390,360,415,379
vehicles,0,149,417,197,450
vehicles,0,411,351,448,379
vehicles,0,346,372,374,387
bicycle,2,1225,428,1259,480
bicycle,2,1117,389,1153,441
bicycle,2,1087,382,1123,425
vehicles,0,1021,363,1087,415
person,1,825,283,868,401
person,1,750,284,795,390
traffic_light,3,193,301,206,341
traffic_light,3,780,193,814,255
traffic_light,3,811,196,843,264
traffic_light,3,543,189,561,220
traffic_light,3,474,200,488,229
traffic_sign,4,993,138,1024,195
bicycle,2,1190,411,1220,465
person,1,325,349,341,388
