vehicles,0,1061,210,1116,269
vehicles,0,1044,186,1089,220
vehicles,0,1002,123,1035,177
vehicles,0,1110,279,1160,330
vehicles,0,1029,147,1054,192
vehicles,0,1199,541,1233,609
vehicles,0,1191,477,1227,555
vehicles,0,1194,602,1231,680
vehicles,0,1168,768,1198,802
vehicles,0,1142,323,1179,345
vehicles,0,1176,415,1217,484
vehicles,0,1189,667,1224,730
vehicles,0,858,59,1014,164
vehicles,0,1178,716,1215,771
vehicles,0,1145,342,1193,391
vehicles,0,809,21,879,61
person,1,1146,816,1184,838
