vehicles,0,761,23,856,94
vehicles,0,852,50,875,81
vehicles,0,876,50,938,97
vehicles,0,1169,761,1204,801
vehicles,0,1122,300,1280,579
vehicles,0,654,2,781,63
vehicles,0,1190,605,1232,665
person,1,1018,191,1108,276
person,1,1115,367,1223,435
vehicles,0,211,61,341,182
person,1,951,116,1009,176
person,1,1095,312,1185,381
person,1,989,138,1050,210
person,1,973,126,1019,190
traffic_sign,4,1007,61,1030,85
person,1,928,85,952,119
vehicles,0,153,183,186,216
vehicles,0,862,72,937,145
person,1,1169,548,1280,618
person,1,1074,247,1120,295
