vehicles,0,1095,289,1211,475
vehicles,0,229,111,277,158
vehicles,0,441,17,504,53
bicycle,2,598,3,647,21
bicycle,2,1069,218,1100,250
person,1,878,41,913,92
traffic_sign,4,1028,76,1125,152
traffic_light,3,1155,195,1185,226
person,1,687,3,726,21
person,1,913,64,950,103
person,1,1100,246,1147,290
person,1,1070,187,1094,216
person,1,1156,640,1247,664
vehicles,0,1205,668,1227,691
person,1,410,18,428,51
person,1,1082,212,1128,257
vehicles,0,1172,770,1193,799
bicycle,2,1205,506,1227,531
bicycle,2,502,4,559,41
bicycle,2,925,91,988,147
person,1,1039,166,1092,208
person,1,1135,283,1171,308
person,1,392,28,409,53
