vehicles,0,745,249,822,300
vehicles,0,727,261,749,286
vehicles,0,711,261,735,281
vehicles,0,331,274,388,324
vehicles,0,619,228,657,276
bicycle,2,1187,455,1230,504
bicycle,2,1211,480,1249,533
person,1,513,242,528,288
traffic_sign,4,1028,246,1052,278
vehicles,0,802,264,932,347
vehicles,0,1043,359,1201,482
person,1,1206,446,1251,518
person,1,487,242,510,293
vehicles,0,186,307,306,385
person,1,955,298,997,347
person,1,41,326,129,517
person,1,1176,414,1225,490
vehicles,0,430,253,506,303
vehicles,0,563,256,588,272
