vehicles,0,70,779,141,855
vehicles,0,160,925,186,949
bicycle,2,456,3,539,140
vehicles,0,325,273,350,306
vehicles,0,550,3,594,75
vehicles,0,672,123,701,152
vehicles,0,175,296,227,340
vehicles,0,773,120,806,149
vehicles,0,845,126,876,148
vehicles,0,919,132,935,162
vehicles,0,171,92,344,287
vehicles,0,223,33,411,230
vehicles,0,560,3,986,174
vehicles,0,708,110,740,150
vehicles,0,102,271,220,452
vehicles,0,12,354,195,683
vehicles,0,59,273,114,347
bicycle,2,301,3,483,182
bicycle,2,356,50,453,94
