vehicles,0,790,276,881,325
bicycle,2,87,405,144,455
person,1,956,228,1103,500
traffic_sign,4,981,179,1023,266
traffic_light,3,1005,115,1045,169
traffic_light,3,963,90,990,141
traffic_light,3,1181,315,1208,371
traffic_light,3,1172,322,1190,356
traffic_light,3,343,235,365,266
traffic_light,3,254,117,290,148
vehicles,0,248,336,268,359
vehicles,0,241,305,282,332
person,1,157,195,293,469
person,1,50,397,114,494
person,1,1213,437,1257,511
person,1,416,226,470,340
person,1,447,225,485,333
vehicles,0,162,343,210,399
person,1,125,341,185,438
person,1,329,258,361,332
person,1,355,270,386,343
