vehicles,0,905,304,1280,607
vehicles,0,592,321,635,364
vehicles,0,510,342,528,366
vehicles,0,667,320,731,371
vehicles,0,365,322,513,411
vehicles,0,72,413,136,492
vehicles,0,112,382,155,432
bicycle,2,88,368,200,491
vehicles,0,164,421,190,450
vehicles,0,209,365,235,404
vehicles,0,165,366,206,399
bicycle,2,178,361,270,448
vehicles,0,237,351,315,423
vehicles,0,326,368,360,401
bicycle,2,300,347,354,411
vehicles,0,638,336,669,357
bicycle,2,778,346,803,368
bicycle,2,842,329,897,389
vehicles,0,880,340,951,400
