person,1,998,287,1094,527
person,1,339,343,361,415
traffic_sign,4,726,279,745,300
vehicles,0,564,351,582,376
person,1,1120,366,1176,503
person,1,1080,369,1134,483
person,1,640,334,656,378
person,1,655,334,672,377
person,1,717,315,740,395
person,1,734,327,757,395
person,1,676,333,690,378
person,1,41,374,97,523
person,1,196,380,218,446
person,1,126,423,140,463
person,1,79,383,125,504
person,1,379,327,403,412
person,1,367,341,383,411
vehicles,0,260,313,414,426
person,1,178,403,193,436
person,1,469,306,512,403
person,1,545,331,567,375
person,1,852,280,961,484
person,1,843,273,916,465
person,1,416,331,439,364
