person,1,722,3,781,85
person,1,686,3,737,78
person,1,1096,298,1171,353
person,1,477,3,503,47
person,1,899,71,959,144
person,1,514,3,531,38
person,1,1088,338,1212,433
person,1,1095,280,1160,322
traffic_light,3,1102,158,1122,178
traffic_light,3,1138,77,1175,118
traffic_light,3,1060,167,1084,192
traffic_sign,4,1142,165,1176,215
traffic_sign,4,1127,183,1160,229
traffic_sign,4,1138,185,1167,215
traffic_light,3,1155,93,1179,125
traffic_light,3,1216,216,1242,242
vehicles,0,259,39,432,137
person,1,1078,261,1148,315
person,1,1161,374,1192,398
person,1,1120,337,1182,358
