vehicles,0,1086,248,1213,415
vehicles,0,214,104,272,159
vehicles,0,1209,538,1243,596
vehicles,0,1190,400,1221,451
vehicles,0,1181,724,1223,776
vehicles,0,1207,474,1235,530
vehicles,0,1210,596,1241,657
vehicles,0,1159,785,1203,832
person,1,1091,222,1128,249
person,1,1064,192,1111,233
vehicles,0,135,188,186,241
vehicles,0,453,2,592,42
vehicles,0,798,14,833,33
person,1,934,72,964,103
vehicles,0,1198,668,1235,714
vehicles,0,1131,832,1178,885
vehicles,0,982,126,1103,232
vehicles,0,907,64,958,97
