vehicles,0,565,335,595,363
bicycle,2,1002,353,1058,469
person,1,524,325,543,371
person,1,212,364,252,448
person,1,1034,346,1065,396
person,1,470,329,486,374
person,1,154,371,201,471
person,1,452,326,469,377
traffic_sign,4,762,242,790,274
traffic_sign,4,127,347,146,370
traffic_sign,4,1246,380,1274,422
vehicles,0,592,310,695,392
person,1,1051,352,1078,442
person,1,974,337,1010,428
person,1,364,341,385,393
person,1,239,364,266,427
vehicles,0,403,345,464,391
vehicles,0,776,334,973,425
bicycle,2,1078,393,1151,495
vehicles,0,1059,394,1258,521
