vehicles,0,91,825,116,851
person,1,130,203,208,274
vehicles,0,197,130,275,210
person,1,86,272,158,331
person,1,58,349,128,400
person,1,161,170,235,225
person,1,350,2,418,100
person,1,27,407,109,457
person,1,784,2,836,66
person,1,829,3,881,68
person,1,231,93,301,176
vehicles,0,297,119,324,152
vehicles,0,58,373,107,427
vehicles,0,71,304,146,373
vehicles,0,165,209,226,243
person,1,96,258,168,312
vehicles,0,117,238,185,294
person,1,252,66,322,158
vehicles,0,313,44,386,119
person,1,1015,103,1053,148
person,1,943,27,983,122
person,1,12,569,73,606
