vehicles,0,354,16,492,102
vehicles,0,1197,696,1223,730
vehicles,0,504,2,765,81
vehicles,0,1189,485,1233,565
vehicles,0,215,132,234,167
vehicles,0,1200,552,1231,614
vehicles,0,205,146,219,175
vehicles,0,1185,760,1203,786
vehicles,0,1208,660,1229,684
bicycle,2,896,83,957,143
traffic_sign,4,1007,32,1025,60
vehicles,0,514,2,585,34
vehicles,0,1070,258,1168,371
vehicles,0,187,163,204,187
vehicles,0,230,112,265,159
vehicles,0,282,61,357,122
vehicles,0,251,98,283,137
vehicles,0,1136,373,1219,508
