vehicles,0,70,764,100,797
vehicles,0,26,675,84,732
bicycle,2,320,34,411,153
bicycle,2,37,474,91,555
person,1,223,115,270,178
bicycle,2,399,7,500,114
bicycle,2,248,107,306,217
vehicles,0,46,376,110,479
vehicles,0,43,570,78,669
vehicles,0,97,839,157,902
bicycle,2,299,101,356,185
vehicles,0,86,800,104,825
vehicles,0,874,61,905,93
vehicles,0,82,332,165,459
person,1,106,272,148,300
vehicles,0,900,46,1099,190
bicycle,2,738,5,840,80
bicycle,2,580,3,674,76
bicycle,2,280,125,306,167
bicycle,2,510,3,584,85
vehicles,0,122,272,193,350
