bicycle,2,374,272,457,363
bicycle,2,790,286,820,320
bicycle,2,439,268,472,332
vehicles,0,696,262,721,291
vehicles,0,979,344,1066,423
vehicles,0,846,293,862,339
person,1,540,253,560,311
person,1,497,236,528,319
vehicles,0,1124,451,1251,593
bicycle,2,1023,372,1138,490
bicycle,2,895,318,949,377
vehicles,0,872,301,904,353
person,1,853,263,887,351
person,1,814,264,856,346
vehicles,0,459,277,509,322
bicycle,2,256,302,380,428
bicycle,2,57,359,262,571
bicycle,2,933,322,997,402
person,1,740,260,765,324
