vehicles,0,128,201,195,260
vehicles,0,224,131,255,161
vehicles,0,185,160,219,195
vehicles,0,1197,694,1226,733
vehicles,0,1208,647,1232,687
bicycle,2,945,139,1006,187
bicycle,2,725,35,793,86
bicycle,2,803,43,855,109
person,1,679,3,718,73
person,1,1143,354,1194,386
person,1,369,41,390,77
person,1,1145,373,1208,418
person,1,841,35,879,108
person,1,354,47,377,84
person,1,1057,244,1133,300
person,1,1156,375,1191,394
vehicles,0,863,62,947,160
vehicles,0,1145,434,1247,625
bicycle,2,662,8,728,67
