vehicles,0,564,243,621,283
bicycle,2,1141,386,1196,446
vehicles,0,457,261,522,308
person,1,1129,357,1153,415
traffic_light,3,366,134,395,203
traffic_light,3,991,202,1031,265
traffic_light,3,386,138,409,200
person,1,138,344,192,412
person,1,126,351,163,421
bicycle,2,238,349,283,372
vehicles,0,793,259,880,315
vehicles,0,760,257,804,286
vehicles,0,739,254,764,276
vehicles,0,694,222,738,278
vehicles,0,642,246,677,277
person,1,1110,353,1147,415
person,1,1222,440,1269,514
person,1,1045,304,1078,372
person,1,917,274,934,315
