vehicles,0,621,325,657,364
vehicles,0,669,332,691,357
person,1,1195,421,1233,505
traffic_sign,4,253,272,274,302
traffic_sign,4,241,325,280,352
traffic_sign,4,1175,335,1199,364
traffic_sign,4,1170,362,1199,387
vehicles,0,357,365,385,391
vehicles,0,340,369,359,394
person,1,222,379,239,425
person,1,1099,385,1150,466
vehicles,0,276,380,296,407
person,1,290,360,307,407
person,1,301,364,323,403
person,1,169,398,190,443
vehicles,0,536,342,566,364
bicycle,2,866,353,894,388
person,1,953,350,982,411
