vehicles,0,218,84,316,181
vehicles,0,745,0,1024,212
vehicles,0,1199,618,1229,662
vehicles,0,1184,732,1208,763
vehicles,0,1153,759,1213,820
vehicles,0,1143,359,1182,403
vehicles,0,1161,396,1189,432
person,1,688,2,735,53
person,1,1065,221,1104,252
person,1,1115,298,1159,329
person,1,1121,312,1166,347
person,1,1163,436,1209,460
person,1,1185,500,1230,522
person,1,1137,333,1177,357
person,1,1169,445,1219,470
vehicles,0,298,2,719,160
traffic_sign,4,1105,125,1128,151
traffic_sign,4,1168,229,1212,276
traffic_sign,4,1078,152,1105,184
traffic_sign,4,1095,141,1116,164
person,1,1010,149,1032,182
