vehicles,0,621,325,664,361
bicycle,2,949,336,980,414
vehicles,0,878,348,931,381
person,1,1051,321,1088,435
person,1,87,301,195,551
person,1,1023,318,1069,436
traffic_sign,4,942,219,968,254
traffic_sign,4,945,266,969,302
traffic_sign,4,944,250,971,269
traffic_sign,4,205,244,229,299
person,1,376,352,390,393
vehicles,0,969,363,992,393
person,1,987,323,1022,418
person,1,921,329,951,400
vehicles,0,277,364,357,421
person,1,355,349,375,401
vehicles,0,815,337,863,369
bicycle,2,160,375,263,477
person,1,715,285,751,359
person,1,696,303,720,355
