vehicles,0,1098,191,1130,227
vehicles,0,72,815,112,846
vehicles,0,64,763,113,818
bicycle,2,56,637,87,701
person,1,73,260,182,338
person,1,330,3,434,154
person,1,23,421,103,485
person,1,897,8,933,62
person,1,42,389,103,418
person,1,447,3,483,62
traffic_sign,4,184,27,219,67
traffic_sign,4,63,239,88,261
vehicles,0,986,108,1097,213
person,1,21,555,60,587
vehicles,0,850,26,995,166
person,1,113,204,212,280
traffic_sign,4,202,54,233,88
person,1,229,66,313,168
bicycle,2,232,101,331,184
