vehicles,0,448,274,502,325
vehicles,0,511,260,577,310
vehicles,0,474,273,505,292
vehicles,0,560,258,597,288
person,1,686,253,698,289
person,1,350,264,385,344
person,1,1131,417,1153,451
person,1,672,246,685,282
bicycle,2,770,277,793,310
traffic_sign,4,760,157,786,189
traffic_sign,4,107,312,138,348
vehicles,0,493,264,531,320
person,1,694,253,713,294
person,1,419,278,447,340
bicycle,2,953,334,1004,390
vehicles,0,599,249,654,298
person,1,1134,416,1195,496
person,1,1175,453,1266,544
