vehicles,0,725,267,748,286
bicycle,2,1118,396,1188,469
vehicles,0,1062,373,1130,435
person,1,1016,331,1049,388
person,1,1036,339,1067,393
person,1,486,250,500,292
person,1,468,250,490,293
person,1,290,277,322,345
person,1,218,293,257,373
person,1,145,335,189,413
person,1,124,341,172,434
person,1,52,380,124,485
vehicles,0,89,380,150,446
vehicles,0,167,334,244,401
vehicles,0,248,306,304,358
person,1,408,265,424,307
person,1,516,239,533,286
person,1,445,243,474,303
vehicles,0,7,429,96,525
