vehicles,0,1094,411,1209,497
vehicles,0,781,274,820,295
vehicles,0,747,257,784,285
vehicles,0,955,334,1045,383
vehicles,0,197,327,243,370
vehicles,0,123,379,171,438
bicycle,2,304,297,344,342
bicycle,2,253,316,294,370
bicycle,2,409,282,434,306
vehicles,0,468,255,556,313
traffic_sign,4,137,283,163,319
vehicles,0,782,253,876,295
person,1,1059,369,1076,399
bicycle,2,221,337,258,383
vehicles,0,822,286,890,317
vehicles,0,291,295,341,324
person,1,425,266,441,293
vehicles,0,889,300,945,338
