vehicles,0,1109,225,1148,262
vehicles,0,154,187,239,278
vehicles,0,129,265,157,297
bicycle,2,304,86,395,173
person,1,31,499,69,520
person,1,479,3,524,90
traffic_sign,4,8,434,30,478
traffic_sign,4,0,427,18,470
vehicles,0,245,128,292,172
vehicles,0,196,137,263,196
vehicles,0,55,351,148,534
vehicles,0,1028,136,1053,169
person,1,824,10,845,61
person,1,666,3,690,47
person,1,891,35,921,92
person,1,797,3,826,45
vehicles,0,276,8,453,161
person,1,1079,180,1118,227
person,1,1048,136,1105,219
