vehicles,0,60,768,103,811
vehicles,0,117,867,171,930
vehicles,0,34,405,107,531
bicycle,2,370,3,448,123
bicycle,2,250,119,328,187
vehicles,0,677,3,836,76
vehicles,0,838,31,855,67
vehicles,0,99,834,136,876
vehicles,0,853,28,883,55
vehicles,0,845,47,877,78
vehicles,0,872,34,977,119
vehicles,0,660,20,681,56
vehicles,0,524,2,656,92
bicycle,2,473,3,514,105
bicycle,2,160,162,264,280
vehicles,0,987,95,1076,174
vehicles,0,28,556,69,638
vehicles,0,66,269,185,414
bicycle,2,360,3,473,113
person,1,836,3,856,38
