vehicles,0,177,151,226,205
vehicles,0,1108,274,1191,364
vehicles,0,1089,248,1131,284
bicycle,2,660,5,705,60
vehicles,0,851,42,925,132
vehicles,0,260,96,310,134
bicycle,2,335,61,360,89
person,1,995,138,1058,203
person,1,1030,172,1087,240
person,1,836,16,861,66
traffic_sign,4,1178,285,1203,308
traffic_sign,4,1249,533,1273,558
vehicles,0,744,6,852,104
vehicles,0,1204,599,1235,645
vehicles,0,1197,726,1216,755
person,1,1068,207,1111,267
bicycle,2,696,2,741,71
vehicles,0,1027,171,1052,193
person,1,497,3,534,73
