vehicles,0,77,769,117,817
vehicles,0,101,833,134,874
bicycle,2,980,102,1011,127
traffic_sign,4,6,405,29,428
traffic_sign,4,170,123,192,147
traffic_light,3,70,205,105,241
traffic_light,3,73,224,97,248
person,1,627,3,666,56
person,1,695,3,730,43
person,1,144,198,228,254
bicycle,2,34,454,133,620
person,1,183,183,216,215
person,1,193,175,223,203
person,1,172,197,207,227
person,1,440,3,475,67
person,1,458,3,478,57
person,1,35,465,77,488
person,1,51,286,163,383
person,1,895,11,952,103
person,1,935,57,997,129
person,1,205,144,254,188
person,1,20,572,89,618
person,1,270,103,296,126
person,1,109,208,186,289
person,1,230,126,257,159
