vehicles,0,623,219,681,286
vehicles,0,1085,368,1130,412
vehicles,0,544,256,598,291
vehicles,0,372,269,472,323
bicycle,2,960,326,984,344
vehicles,0,1189,455,1210,477
vehicles,0,206,355,230,377
bicycle,2,31,411,147,530
vehicles,0,109,379,162,427
traffic_sign,4,203,286,226,314
vehicles,0,226,318,294,376
vehicles,0,476,264,518,291
vehicles,0,759,272,789,289
vehicles,0,785,275,817,297
vehicles,0,869,289,893,309
bicycle,2,1130,406,1160,443
traffic_sign,4,1153,369,1175,394
person,1,1160,419,1191,465
person,1,1195,440,1225,478
person,1,351,279,369,324
