vehicles,0,508,3,717,76
vehicles,0,1030,213,1155,354
vehicles,0,302,80,341,115
vehicles,0,1130,349,1192,447
vehicles,0,1175,435,1217,506
vehicles,0,458,12,508,45
vehicles,0,1195,511,1227,567
vehicles,0,201,147,227,171
vehicles,0,1211,625,1228,652
vehicles,0,859,78,915,139
bicycle,2,920,113,959,153
bicycle,2,786,45,825,90
vehicles,0,431,29,463,69
bicycle,2,373,58,396,76
person,1,745,28,767,58
vehicles,0,817,57,868,108
bicycle,2,1016,186,1051,217
bicycle,2,988,159,1020,201
person,1,1003,156,1039,196
