vehicles,0,1099,193,1131,221
vehicles,0,1070,166,1095,189
vehicles,0,1004,110,1054,153
vehicles,0,32,725,95,787
person,1,209,146,270,207
person,1,87,308,142,350
person,1,531,3,560,51
person,1,775,3,809,64
person,1,441,3,481,67
vehicles,0,70,794,139,862
traffic_sign,4,218,58,247,89
person,1,46,476,90,510
person,1,39,508,75,526
traffic_light,3,27,306,73,347
person,1,76,214,217,353
vehicles,0,846,25,868,55
vehicles,0,931,65,990,123
vehicles,0,364,26,439,87
bicycle,2,808,41,886,94
person,1,136,166,248,278
vehicles,0,205,103,313,214
person,1,1051,139,1071,165
