image_name,luminance,contrast,brisque,cpbd,shannon_entropy,glcm_entropy
03431_RV,0.0315,61.0369,13.597694369464051,0.7960767158612114,7.321525003143776,11.158173871863683
03591_MVR,0.0323,52.9021,-0.4287790832911753,0.7409327373974208,7.537013437854012,11.737566956721622
01672_FV,0.0325,63.1817,11.942430415329426,0.7872651807778124,7.662789754251298,12.396003830209315
04236_RV,0.0321,63.8035,17.01341107721848,0.807245072909063,7.430109079390529,11.466530073084378
04896_RV,0.0312,67.9188,12.364602798641585,0.7992899329749819,7.478081049968776,11.698739719352714
06691_MVL,0.0333,54.6475,9.720716323041614,0.7901220741404412,7.460607225397195,11.395314345761712
07049_MVR,0.0323,54.1354,14.264302968501369,0.8244499535171986,7.666403837841057,13.354919432078963
06314_FV,0.0326,46.1367,8.251537345528021,0.8118373678293416,7.122745789036938,11.40609028676327
03047_RV,0.0319,64.5014,18.246564377037743,0.8029419807994013,7.438509400976228,11.742240943503905
07706_MVR,0.0316,65.6566,17.490008068182732,0.7403458561754273,7.687451206547495,11.67554082573437
07614_MVR,0.0317,61.9633,11.818162206494407,0.7552511699497815,7.539544886356189,11.798420790755094
07004_MVR,0.0335,51.8949,7.848456249726468,0.8122342416709061,7.5984217942109735,12.882135724660722
03196_RV,0.0316,63.4538,10.48171945351018,0.8045967994979604,7.303741283634025,11.220210860780512
02189_MVL,0.0314,52.1493,3.7588969984243192,0.7942421224838182,7.248872457263969,11.164438729324955
03967_MVR,0.0315,54.4915,1.2491729162927356,0.674289954799973,7.594963534482831,11.682298435730798
06146_RV,0.0356,53.7972,4.133759881712734,0.8294641942423931,7.126284847653863,10.880595062572757
02113_FV,0.0314,64.1993,13.483850456914269,0.8020105710436315,7.503526691687014,11.355164058475989
03722_MVL,0.0315,51.5928,0.393618360231784,0.7924142418890026,7.367505677679412,11.635118005876624
05641_MVR,0.0327,51.5074,7.535193527449877,0.7118306351183064,7.536188024686832,11.64810590775425
05027_MVR,0.032,52.9348,14.940929062988943,0.7564352243861134,7.502604484703581,11.283431216473003
03891_FV,0.0327,62.1924,19.23997442640311,0.8223286815246824,7.494720449556599,11.452091741670733
03310_FV,0.0318,64.3167,12.290709998342749,0.7949800796812749,7.6654562374724415,12.073063483920615
05235_RV,0.032,70.1461,12.559928644743962,0.8160961242957145,7.673728600388783,11.700021736175213
00448_FV,0.0334,47.1218,12.741930015925817,0.826709591474245,6.492791650547329,9.692103341463085
08115_MVR,0.0312,69.4223,26.19718404103523,0.7880866519205776,7.758211120950653,13.045998269492966
03768_FV,0.0317,56.5296,9.74337849839955,0.8040914089450613,7.546024572361566,11.859350685617166
08025_FV,0.0326,69.8875,10.38782630036539,0.8189797389284856,7.458788657272316,11.462891512648334
05374_RV,0.0315,62.1192,19.769683120716167,0.791776554507319,7.389928431465069,11.589938560587681
01049_FV,0.0318,53.1597,16.289815735197493,0.7946966375112507,7.391559632321707,11.124690930335777
05907_MVL,0.0333,42.6763,6.968110685835171,0.7794452023647112,7.176020966179046,10.948339754761376
05061_RV,0.0322,64.122,15.442336520615612,0.8280717096633143,7.232757054711365,11.133667185660654
00262_RV,0.0316,63.7394,12.64270471019094,0.7854587605172173,7.325582086386371,11.510922280311306
00194_FV,0.0316,68.4465,11.575935726837969,0.80070509799815,7.560311482667061,11.791054235574517
05570_FV,0.0321,63.9549,9.395617784924951,0.7872800814617864,7.639583193479603,12.149611974203188
06613_RV,0.032,56.688,17.331806602405408,0.8128313763466892,7.060185256035407,10.345110671076412
02961_RV,0.0312,58.3374,19.042426604697397,0.8074709782760201,7.000389345899058,10.882096905239436
01674_MVR,0.0333,51.4508,6.345197859181525,0.8010683233419942,7.515248587575224,11.979076884830786
05630_RV,0.0313,65.564,24.13518520539614,0.8018902513545443,7.217368300263184,11.10405133674476
01007_RV,0.0313,62.9961,12.112996104865346,0.8079072116246111,7.571735189345441,11.958077204764841
00576_MVR,0.0314,56.7189,14.197756979063996,0.7303938963804116,7.353706918711545,10.88856637320892
08120_FV,0.0309,74.8912,13.514666377810016,0.7905410495547754,7.497551462227557,11.267091941766324
04915_MVR,0.031,64.3464,14.979457448129295,0.6854089810456685,7.7609140022746095,11.761017478650375
06209_MVL,0.0338,47.8455,17.304025314262248,0.8237667195425259,7.368645194511584,12.44352320893248
06710_FV,0.0337,65.1304,9.433466220864005,0.824014190203302,7.232319314570827,10.662920461329922
02186_FV,0.0319,62.4697,1.8353783309619018,0.8143405022292692,7.804977740886706,12.465887515167
03242_MVR,0.032,49.8978,7.6386451561384945,0.7807370328816778,7.1995004986885585,11.239272306346908
01170_RV,0.0319,69.0788,10.259925445560242,0.7898009711532925,7.639969494561045,11.969284823756063
00020_FV,0.0314,64.0897,20.095484149941825,0.7582349285270354,7.5670637735030635,11.32522348761575
04940_MVR,0.0318,60.037,1.0389825086683402,0.7720011171624075,7.707223117458928,12.345837681297413
00871_MVR,0.0946,52.9741,8.830002268957372,0.7015100456426225,7.531085031532423,11.457572121275222
03679_RV,0.0315,61.2149,16.01047431929041,0.8074998823732376,7.2695928676043735,11.584962916924054
04529_RV,0.0313,63.5677,16.045360609343646,0.7890735331102126,7.1983914414926735,11.238687953484966
04719_MVL,0.0322,59.3423,3.844662628378927,0.7997707874656935,7.732758018325251,12.132672818463485
01650_MVR,0.0324,54.0469,-2.814690727984413,0.7299828718860439,7.359184150875016,11.135912374399942
01652_RV,0.0318,70.1576,10.643912135136219,0.7678862474006631,7.672199530527812,12.12467647262642
01733_FV,0.0313,63.1996,19.030535484879096,0.825305802512428,7.464042823774317,11.105201231315657
08210_MVL,0.0321,63.147,18.25434796141937,0.769113772198539,7.752198644339748,12.760647540619331
01762_MVL,0.0316,56.1217,2.5131038737123106,0.7951735749218312,7.568664458772113,11.906694570246263
03220_RV,0.0316,60.8983,7.4822964764558435,0.820965230928905,7.464467430564395,11.853376176359737
05313_MVR,0.0312,52.205,22.813665890575493,0.6944371462010652,6.967399248436782,10.518015316601664
06738_MVR,0.036,56.9581,10.45860333631137,0.7500301168533912,7.352719786155536,11.13947332556035
02173_MVL,0.0311,34.6112,33.253590697933504,0.7287427626137304,5.43441080546658,8.022315418247711
04352_MVL,0.032,42.0096,9.851705492979335,0.7748435416025443,6.8763674566120025,10.352243620643513
05652_MVR,0.0318,51.9072,11.325345238784934,0.7068327369342527,7.5268704754955476,11.953368773242703
07427_RV,0.0437,55.6133,20.327323374278734,0.7470835414768887,7.386096784802311,10.498270038490384
02372_MVL,0.0315,45.3763,10.403702497178614,0.7866331973642924,7.268165356406821,11.573352080885224
04427_FV,0.0322,62.9238,13.09289240360701,0.7941306955421548,7.6164594782986486,11.718555975199298
07522_MVL,0.0354,52.0903,12.520274414438376,0.7501561524047471,7.6096131340669695,11.337355487846919
07678_MVL,0.0326,62.4148,14.584755906384174,0.7446769419209962,7.6112718474758845,11.5539176966627
03474_MVL,0.0308,44.551,8.925640066466457,0.8023177782366302,7.223445147718119,11.529775715673
07981_MVL,0.0342,55.6816,9.198739510657987,0.8052686495421879,7.682986434278662,12.710316876405873
04018_MVL,0.0319,58.1893,8.055106320815838,0.8368873246726359,7.520852007092889,12.106931250531863
07244_MVR,0.031,59.1328,7.5785512123261185,0.7837082246394644,7.635798082706175,12.89646421802825
05356_MVL,0.0317,54.1072,1.9344758516915306,0.7649792282324726,7.433534613330886,11.340375399783031
02429_MVL,0.0321,43.346,7.234951236735213,0.8503736497844647,7.05863866213809,10.911538382376099
03250_RV,0.0321,57.9382,13.695243837747483,0.8254051084866796,7.237234080930461,11.600404650104593
00594_FV,0.0334,51.5405,17.140842317838263,0.7911005503767339,6.9115874798949255,10.74450114066103
03170_MVR,0.0332,45.6907,7.1654426101930255,0.8010250670122832,7.353155963628251,11.679915091895014
04314_MVL,0.0316,54.581,1.145833788386966,0.7743973696199022,7.407101564187676,11.44629766365806
03829_FV,0.0314,67.3077,8.999495755326706,0.8059779196717044,7.654677959645072,11.97777335778995
02675_FV,0.0324,68.129,9.585004188774832,0.7851644696650874,7.775885857768171,12.190901241760034
03961_FV,0.0327,67.5239,8.062916637914867,0.8041331278186903,7.743839210031644,11.666243640449418
01358_MVR,0.0358,57.0975,14.896172481807952,0.7620662879561895,7.59740588516122,11.399372269869207
02436_MVR,0.0314,51.6419,6.663959664887642,0.740019902782562,7.475235818583109,11.475364108418168
02434_FV,0.0322,61.1999,16.35743258056604,0.82456851047114,7.750137676918507,12.422594779657585
00659_MVL,0.0317,52.8658,-10.729384848207275,0.7957047076117743,7.494080619880308,11.683579466909823
01097_RV,0.0319,59.2766,13.671760519488743,0.7650969529085873,7.253491325850684,11.149508920946339
02672_RV,0.0319,64.5605,13.32940042989523,0.8137181556876796,7.4906557815518005,11.951612444841473
01656_FV,0.0316,52.9713,11.261533534551944,0.8208661929673876,7.411310533415353,11.873469891847943
00771_FV,0.032,67.0255,9.957071218768505,0.789478173350847,7.726763237194487,11.731384909172576
07947_MVL,0.0319,61.5235,11.453947898339806,0.7877090818981538,7.7854923174233495,12.575417012265545
04503_MVR,0.0307,57.2249,11.186770929425819,0.765272373540856,7.294232086669738,11.01347724492751
05034_MVR,0.0344,46.4288,8.500768214514409,0.8101823135208768,7.393840910398686,12.002816642452501
06861_MVR,0.0315,64.0091,14.640752119913685,0.763795746311554,7.648887895099566,12.226813546255134
04908_MVL,0.0317,55.8346,5.86398758384243,0.7378527650252849,7.4113477894730355,11.202316669319462
00046_MVR,0.0313,51.7158,8.416409891667598,0.7999557454811987,7.364646623872342,11.655547726074106
07570_MVL,0.0365,62.4213,9.66663473447133,0.8022144522144523,7.338117308787479,11.53731083448326
05569_RV,0.0318,63.246,19.538711210278933,0.7981068664631702,7.295636372312582,11.635203682025903
05776_FV,0.0321,67.0479,10.78529518992147,0.7791248760057313,7.7101759678870625,11.724334854407774
05242_FV,0.0321,69.3624,9.379122651329538,0.8039919058130978,7.838540387130923,12.367803645405996
00509_MVL,0.0311,56.3883,8.953815174587788,0.7535745211092104,7.544828163096017,11.465917715670205
06633_MVR,0.0319,61.2483,19.184257867637,0.7751143020849168,7.509365123777125,12.071776563834245
05896_MVR,0.0331,52.2517,9.962213109464159,0.7251381517157023,7.487892159558247,11.51824289509312
07275_MVR,0.0324,55.0948,14.048435937314451,0.8367567567567568,7.667038062640985,13.170002616947663
02688_FV,0.0318,69.4155,12.935215247734476,0.7898835342737115,7.6456269763797655,11.824885369791698
00113_FV,0.0316,66.651,12.970331881254623,0.7654100285679233,7.820157452837586,12.191311522929059
03337_FV,0.0313,62.9744,14.010372053269492,0.8133528539519868,7.4864467183304715,11.295550909644728
04015_FV,0.0316,61.9866,17.68873640122851,0.8289951763452985,7.020977985600559,10.960548287838032
07837_RV,0.04,61.5948,13.977557241091716,0.8152859021448329,7.324160360674805,11.097187268428804
04452_FV,0.0316,65.0167,7.031204709456659,0.7863925016791842,7.772393462944669,11.62756717141596
06145_RV,0.034,50.8665,16.03508555472851,0.8356319362137701,6.777409905174194,10.134532329664253
07459_RV,0.0308,55.8257,9.022854635894618,0.767203583682806,7.449532096656683,11.625087005321124
07084_MVR,0.0317,63.2978,6.0437994399145225,0.7854352910448648,7.555210724099819,12.460602555213345
08144_MVR,0.0313,70.3429,21.31997187479996,0.7880056435294336,7.727825121571478,13.001908377427606
03664_RV,0.0313,62.2913,21.350587425265388,0.8009647163912461,7.0059138176562055,10.897515972879818
07083_MVL,0.0312,58.5767,5.7453218474493895,0.7855117865603438,7.559669491125148,12.338944165781848
01895_MVL,0.0312,44.8959,0.6470388732795698,0.7939096466898043,7.29825474512284,11.655270073787017
01404_MVR,0.0347,47.8488,4.506330427717984,0.8056779003975519,7.35054950764785,11.492589112397257
01598_RV,0.032,57.7214,18.082672517341706,0.8022995293259461,7.136236055920891,11.125531262024854
04922_RV,0.0324,65.3556,11.707514907220997,0.7956326987681971,7.4898802879775905,11.72799287513526
04905_FV,0.0331,60.5972,9.61910490712657,0.8045658728693619,7.621618903977411,12.163189718893765
02008_MVL,0.0317,54.5409,-0.5034269919807741,0.7866217063989962,7.563585419103947,12.175584339571783
05022_MVL,0.0316,50.4495,8.837600276310667,0.7788215200683177,7.276981448649703,10.940038233267307
01948_MVL,0.031,39.6157,0.9703613921284102,0.8062070086118183,7.070314365068699,11.088012395293113
01398_RV,0.0316,56.3279,11.764456025035173,0.8147595179694997,7.232886985566265,10.998956722592869
03542_FV,0.0316,68.3184,19.163701868789047,0.7801851379423449,7.637667278483836,11.513819832485337
01732_FV,0.0313,63.5244,15.639352321687824,0.7931346501867467,7.491893460514655,11.247156163504062
01245_MVL,0.0308,40.9195,6.448427185985764,0.7800580885576501,7.040961567339912,10.639371154030542
01709_RV,0.0321,59.3049,20.358799914780178,0.8117509153649607,7.4053285478214566,11.774619371903228
03496_MVL,0.0318,55.2485,6.46360401087324,0.7936784008162886,7.393556441589955,11.054031584405557
08102_MVR,0.0315,62.7053,20.670182759071025,0.785229794545064,7.785247190151589,13.071586456423665
